p0,Aamir Shahzad
p1117,Gennaro Esposito Mocerino
p1118,Stefano Cilio
p1119,Giorgio Ventre
p1120,Elio Masciari
p1121,Antonia Affinito
p1122,Giovanni Stanco
p1123,Luigi Gallo
p1124,Mauro Garofalo
p1125,Fabio Palumbo
p1126,Giuseppe Aceto
p1127,Domenico Ciuonzo
p1128,Valerio Persico
p1129,Antonio Montieri
p1130,Aniello Avallone
p1131,Muhammad Faheem Awan
p1132,Tahir Ahmad
p1133,Qaisar
p1134,Péter Megyesi
p1135,Pietro Marchetta
p1136,Nick Feamster
p1137,Walter de Donato
p1138,Ethan Katz-Bassett
p1139,Gianfranco Miele
p1140,Michele Vadursi
p1141,Cédric Westphal
p1142,Biersack
p1143,Stefan Rugel
p1144,Vinh Bui
p1145,Weiping Zhu
p1146,Karrer
p1147,Beatrice Lazzerini
p1148,Francesco Marcelloni
p1149,Stefanescu
p1150,Alberto Dainotti
p1151,Istvan Matyasovszki
p1152,Leonardo Badia
p1153,Luciano Lenzini
p1154,Davide Bacciu
p1155,Melgratti
p1156,Donato Emma
p1157,Alessio De Angelis
p1158,Roberta Ramilli
p1159,Marco Crescentini
p1160,Antonio Moschitta
p1161,Paolo Carbone
p1162,Andrea Traverso
p1163,Emanuele Buchicchio
p1164,Francesco Santoni
p1165,Guido De Angelis
p1166,Marco Tartagni
p1167,Pier Andrea Traverso
p1168,Antonella Comuniello
p1169,Luca Fravolini
p1170,Filippo Milano
p1171,Angelo Rodio
p1172,Paolo Bellitti
p1173,Emilio Sardini
p1174,Mauro Serpelloni
p1175,Marco Dionigi
p1176,Johan Schoukens
p1177,Mauro Mongiardo
p1178,Qinghua Wang
p1179,Wenquan Che
p1180,Franco Mastri
p1181,Giuseppina Monti
p1182,Godfrey
p1183,De Angelis
p1184,Fabio Gasparetti
p1185,Alessandro Micarelli
p1186,Giuseppe Sansonetti
p1187,Valter Pasku
p1188,John-Olof Nilsson
p1189,Satyam Dwivedi
p1190,Peter Handel
p1191,Carlo Fischione
p1192,Massimo Calderini
p1193,Stefano Neri
p1194,Renato Borgna
p1195,Manuelo Peppucci
p1196,Francisco Zampella
p1197,Isaac Skog
p1198,Dave Zachariah
p1199,n Jiménez
p1200,Claudia Aquilanti
p1201,Valentina Sanguineti
p1202,Pietro Morerio
p1203,Gianluca Scarpellini
p1204,Shah Nawaz
p1205,Muhammad Saad Saeed
p1206,Arif Mahmood
p1207,Ignazio Gallo
p1208,Muhammad Haroon Yousaf
p1209,Sérgio Agostinho
p1210,Aljosa Osep
p1211,Milind Gajanan Padalkar
p1212,Mohamed Dahy Elkhouly
p1213,Theodore Tsesmelis
p1214,Stuart James
p1215,Matteo Bustreo
p1216,Seyed Saber Mohammadi
p1217,Sanket Kumar Thakur
p1218,Cigdem Beyan
p1219,Maya Aghaei
p1220,Gian Luca Bailo
p1221,Muhammad Shahid
p1222,Carissimi
p1223,Avik Hati
p1224,Diego Sona
p1225,Giancarlo Paoletti
p1226,Jacopo Cavazza
p1227,Danilo Greco
p1228,Marco Carletti
p1229,Vaibhav Bansal
p1230,Irtiza Hasan
p1231,Fabio Galasso
p1232,Paul Gay
p1233,Marco Crocco
p1234,Andrea Trucco
p1235,Cosimo Rubino
p1236,Jun Chin
p1237,Ludovic Magerand
p1238,Chen Chen
p1239,Baochang Zhang
p1240,Behzad Mirmahboub
p1241,Hamed Kiani
p1242,Amran Bhuiyan
p1243,Alessandro Perina
p1244,Silvia Colabrese
p1245,Marco Castello
p1246,Giuseppe Vicidomini
p1247,Yoshinori Konishi
p1248,Andrea Zunino
p1249,Samuele Martelli
p1250,Zhigang Li
p1251,Francesca Cella Zanacchi
p1252,Alberto Diaspro
p1253,Moin Nabi
p1254,Simona Ullo
p1255,Alessandro Maccione
p1256,Luca Berdondini
p1257,Reza Sabzevari
p1258,Igor Barros Barbosa
p1259,Pinho da Silva
p1260,Paulo Costeira
p1261,Enver Sangineto
p1262,Loris Bazzani
p1263,Giulia Paggetti
p1264,Andrea Fossati
p1265,Diego Tosato
p1266,Gloria Menegaz
p1267,Ramachandra Raghavendra
p1268,Adrien Bartoli
p1269,Luca Baglivo
p1270,Massimo Lunardelli
p1271,De Cecco
p1272,Pietro Salvagnini
p1273,Luca Zappella
p1274,Joaquim Salvi
p1275,Xavier
p1276,Lourdes Agapito
p1277,Marco Paladini
p1278,o Fayad
p1279,Mariolino De Cecco
p1280,Marko Stosic
p1281,Marija Dodig
p1282,José Miguel Buenaposada
p1283,Luis Baumela
p1284,Fabrizio Smeraldi
p1285,Dorin Comaniciu
p1286,Visvanathan Ramesh
p1287,Regazzoni
p1288,Mario Mercandelli
p1289,Alessio Santiccioli
p1290,Simone Mattia Dartizio
p1291,Abanob Shehata
p1292,Francesco Tesolin
p1293,Saleh Karman
p1294,Luca Bertulessi
p1295,Francesco Buccoleri
p1296,Luca Avallone
p1297,Angelo Parisi
p1298,Andrea Leonardo Lacaita
p1299,Michael Peter Kennedy
p1300,Carlo Samori
p1301,Salvatore Levantino
p1302,Dmytro Cherniak
p1303,Lacaita
p1304,Alexander Felfernig
p1305,Andrei Popescu
p1306,Mathias Uta
p1307,Viet-Man Le
p1308,Seda Polat Erdeniz
p1309,Martin Stettinger
p1310,m Atas
p1311,Trang Tran
p1312,Ralph Samer
p1313,Robert Zupan
p1314,Manuel Henrich
p1315,Robert Tieber
p1316,Ngoc Trang Tran
p1317,Viet Man Le
p1318,David Benavides
p1319,Galindo
p1320,Carmen Isabella Baumann
p1321,Man Le
p1322,Muesluem Atas
p1323,Peter Brusilovsky
p1324,Marco de Gemmis
p1325,Elisabeth Lex
p1326,Pasquale Lops
p1327,Giovanni Semeraro
p1328,Willemsen
p1329,Denis Helic
p1330,Xavier Franch
p1331,Falkner
p1332,Ingo Pribik
p1333,Gerhard Leitner
p1334,Manfred Wundara
p1335,Cristian Vidal Silva
p1336,Gottfried Schenner
p1337,Walid Maalej
p1338,Guenther Ruhe
p1339,Gouri Deshpande
p1340,Juha Tiihonen
p1341,Mikko Raatikainen
p1342,Sara Shafiee
p1343,Lars Hvam
p1344,Poorang Piroozfar
p1345,Cipriano Forza
p1346,Iivo Raitahila
p1347,Davide Fucci
p1348,Markus Meyer
p1349,Klaus Donsa
p1350,Thomas Truskaller
p1351,Matthias Frohner
p1352,Birgit Pohn
p1353,Frank Sinner
p1354,Pieber
p1355,Christoph Uran
p1356,Ilias Maglogiannis
p1357,Andreas Menychtas
p1358,Carme Quer
p1359,Cristina Palomares
p1360,Jennifer Nerlich
p1361,Simon Scholz
p1362,Stefan Reiterer
p1363,Michael Jeran
p1364,Arda Akcay
p1365,Paolo Azzoni
p1366,Matteo Maiero
p1367,Charalampos Doukas
p1368,Nava Tintarev
p1369,Amal Shehadeh
p1370,Florian Reinfrank
p1371,Gerald Ninaus
p1372,Franz Wotawa
p1373,Rouven Walter
p1374,Thorsten Ruprechter
p1375,Alexander Ziller
p1376,Thomas Absenger
p1377,Thomas Gruber
p1378,Sarah Haas
p1379,Emanuel Kirchengast
p1380,Michael Schwarz
p1381,Lukas Skofitsch
p1382,Thomas Ulz
p1383,Leopold Weninger
p1384,Walter Schanil
p1385,Zijad Kurtanovic
p1386,José Angel Galindo
p1387,Monika Schubert
p1388,Peter Grasch
p1389,Li Chen
p1390,Francesco Ricci
p1391,Anton Josef Fercher
p1392,Martin Hitz
p1393,Monika Mandl
p1394,Klaus Isak
p1395,Christoph Zehentner
p1396,Harald Grabner
p1397,Dennis Pagano
p1398,Gerhard Friedrich
p1399,Erich Teppan
p1400,Anton Pum
p1401,Stefan Schippel
p1402,Ghirardini
p1403,Erich Christian Teppan
p1404,Markus Mairitsch
p1405,Bartosz Gula
p1406,Marco Maier
p1407,Rudolf Melcher
p1408,Kalman Szabo
p1409,Peter Zachar
p1410,Thomas Kruggel
p1411,Riepan
p1412,Strauss
p1413,Oliver Vitouch
p1414,Christian Russ
p1415,Shchekotykhin
p1416,Alfred Kiener
p1417,Sergiu Gordea
p1418,Dietmar Jannach
p1419,Markus Zanker
p1420,Liliana Ardissono
p1421,Anna Goy
p1422,Giovanna Petrone
p1423,Wilken Schuetz
p1424,Markus Stumptner
p1425,Parth Kothari
p1426,Brian Sifringer
p1427,Alexandre Alahi
p1428,Duncan Zauss
p1429,Sven Kreiss
p1430,Yuejiang Liu
p1431,Qi Yan
p1432,Xuanchi Ren
p1433,Tao Yang
p1434,Li Erran Li
p1435,Qifeng Chen
p1436,Behnam Parsaeifard
p1437,Saeed Saadatnejad
p1438,Taylor Mordan
p1439,Lorenzo Bertoni
p1440,Bastien van Delft
p1441,Baptiste Bellot-Gurlet
p1442,Wenlong Deng
p1443,Brigit Schroeder
p1444,Sina Mokhtarzadeh Azar
p1445,Mina Ghadimi Atigh
p1446,Ahmad Nickabadi
p1447,Changan Chen
p1448,Agrim Gupta
p1449,Justin Johnson
p1450,Li Fei-Fei
p1451,Silvio Savarese
p1452,Amir Sadeghian
p1453,Ferdinand Legros
p1454,Maxime Voisin
p1455,Ricky Vesel
p1456,Bagautdinov
p1457,ois Fleuret
p1458,Pascal Fua
p1459,Katsuyuki Nakamura
p1460,Serena Yeung
p1461,Zelun Luo
p1462,Boya Peng
p1463,De-An Huang
p1464,Judson Wilson
p1465,Albert Haque
p1466,Michelle Guo
p1467,Alisha Rege
p1468,Jeffrey Jopling
p1469,Lance Downing
p1470,William Beninati
p1471,Amit Singh
p1472,Terry Platchek
p1473,Arnold Milstein
p1474,Kratarth Goel
p1475,Vignesh Ramanathan
p1476,Alexandre Robicquet
p1477,Lamberto Ballan
p1478,Francesco Castaldo
p1479,Francesco Palmieri
p1480,Pasquale Coscia
p1481,Palmieri
p1482,Yu Xiang
p1483,Raphael Ortiz
p1484,Pierre Vandergheynst
p1485,Luigi Bagnato
p1486,Damien Matti
p1487,Daniel Domingues
p1488,Yannick Boursier
p1489,Laurent Jacques
p1490,David Marimon
p1491,Michel Bierlaire
p1492,Murat Kunt
p1493,Chiara Venezia
p1494,Andrea Ballo
p1495,Marco Privitera
p1496,Umberto Ferlito
p1497,Michele Vaiana
p1498,Giuseppe Bruno
p1499,Gianluca Giustolisi
p1500,Davide Marano
p1501,Vaiana
p1502,Dario Grasso
p1503,Giorgio Antonino Vazzana
p1504,Giuseppe Di Cataldo
p1505,Elena Cabrera-Bernal
p1506,Giovanni Bonanno
p1507,Garozzo
p1508,Giuseppe Romeo
p1509,Di Cataldo
p1510,Massimiliano Belluso
p1511,Sergio Billotta
p1512,Alessandro Grillo
p1513,Mario Paparo
p1514,Davide Patti
p1515,Salvatore Omar Cannizzaro
p1516,Shunmuga Priyan Selvaraju
p1517,Ali Balador
p1518,Hossein Fotouhi
p1519,Maryam Vahabi
p1520,Mahboubeh Mohammadi
p1521,aki Val
p1522,Iliar Rabet
p1523,Mohammad Hassan Adeli
p1524,rio Alves
p1525,Zijie Liang
p1526,Foroogh Sedighi
p1527,Shahriar Hasan
p1528,Abdullah Al Ahad
p1529,Irfan Sljivo
p1530,Svetlana Girs
p1531,Elena Lisova
p1532,Chumeng Bai
p1533,Zeinab Bakhshi
p1534,Elisabeth Uhlemann
p1535,Van Nhan Vo
p1536,Hung Tran
p1537,Quach Xuan Truong
p1538,Chakchai So-In
p1539,Elvin Eziama
p1540,Kemal Tepe
p1541,Kenneth Sorle Nwizege
p1542,Santos Jaimes
p1543,Jaimes
p1544,James Agajo
p1545,Jawad Mustafa
p1546,Niclas Ericsson
p1547,Calafate
p1548,Carlos Cano
p1549,Juan-Carlos Cano
p1550,Pietro Manzoni
p1551,Miguel Tavares Calafate
p1552,Je-Hyeong Bahk
p1553,Ali Shakouri
p1554,Oxana Pantchenko
p1555,Michael Isaacson
p1556,Megan Youngs
p1557,Kazuaki Yazawa
p1558,Je-Hyoung Park
p1559,Mo Kang
p1560,Peyman Milanfar
p1561,Teng-Hui Huang
p1562,El Gamal
p1563,Mohamed
p1564,Mohammad Mahdee Jameel
p1565,Yousef AlHassoun
p1566,Faisal Alotaibi
p1567,Aly El Gamal
p1568,Rajeev Sahay
p1569,Rehana Mahfuz
p1570,Eleftherios Lampiris
p1571,Petros Elia
p1572,Xiwen Zhang
p1573,Tolunay Seyfi
p1574,Shengtai Ju
p1575,Sharan Ramjee
p1576,Eldar
p1577,Manik Singhal
p1578,Xiaoyu Liu
p1579,Diyu Yang
p1580,Yasemin Karacora
p1581,Aamir Anis
p1582,Salman Avestimehr
p1583,Antonio Ortega
p1584,Navid Naderializadeh
p1585,Meghana Bande
p1586,Veeravalli
p1587,Sreekanth Annapureddy
p1588,Moustafa Youssef
p1589,Amaia Salvador
p1590,Erhan Gundogdu
p1591,Michael Donoser
p1592,Amanda Cardoso Duarte
p1593,Francisco Roldan
p1594,Miquel Tubau
p1595,Janna Escur
p1596,Santiago Pascual
p1597,Eva Mohedano
p1598,Kevin McGuinness
p1599,Jordi Torres
p1600,Miriam Bellver
p1601,Irene Amerini
p1602,Elena Balashova
p1603,Sayna Ebrahimi
p1604,Kathryn Leonard
p1605,Arsha Nagrani
p1606,Carles Ventura
p1607,Andreu Girbau
p1608,Ferran Marqués
p1609,Michal Drozdzal
p1610,Adriana Romero
p1611,Nicholas Hynes
p1612,Yusuf Aytar
p1613,Ferda Ofli
p1614,Ingmar Weber
p1615,Antonio Torralba
p1616,ichi Satoh
p1617,Daniel Manchon-Vizuete
p1618,Andrea Calafell
p1619,Matthias Zeppelzauer
p1620,Ferran Cabezas
p1621,Axel Carlier
p1622,Vincent Charvillat
p1623,Graham Healy
p1624,Smeaton
p1625,Sergi Porta
p1626,Victor Campos
p1627,Brendan Jou
p1628,Oge Marques
p1629,Paola Laiolo
p1630,Renato Procopio
p1631,Federico Delfino
p1632,Amedeo Andreotti
p1633,Fabio Mottola
p1634,Pierno
p1635,Daniela Proto
p1636,Amit Biswas
p1637,Kumar Tripathi
p1638,Animesh Dutta
p1639,Jiawei Jiang
p1640,Shaoduo Gan
p1641,Yue Liu
p1642,Fanlin Wang
p1643,Gustavo Alonso
p1644,Ana Klimovic
p1645,Ankit Singla
p1646,Wentao Wu
p1647,Ce Zhang
p1648,Ashraf Mahgoub
p1649,Karthick Shankar
p1650,Subrata Mitra
p1651,Somali Chaterji
p1652,Saurabh Bagchi
p1653,Alexander Medoff
p1654,Rakesh Kumar
p1655,Patrick Stuedi
p1656,Animesh Trivedi
p1657,Jonas Pfefferle
p1658,Bernard Metzler
p1659,Aleksander Maricq
p1660,Dmitry Duplyakin
p1661,Ivo Jimenez
p1662,Carlos Maltzahn
p1663,Ryan Stutsman
p1664,Robert Ricci
p1665,Yawen Wang
p1666,Christos Kozyrakis
p1667,Heiner Litz
p1668,Adam Belay
p1669,George Prekas
p1670,Samuel Grossman
p1671,Edouard Bugnion
p1672,Helge Anderson
p1673,Joana Rocha
p1674,Sofia Cardoso Pereira
p1675,o Pedrosa
p1676,Carvalho
p1677,Carolina Maia
p1678,Susana Penas
p1679,ngela Carneiro
p1680,nia Melo
p1681,nio Cunha
p1682,Joaquim de Moura
p1683,Jorge Novo
p1684,Marcos Ortega
p1685,Jorge Alves Silva
p1686,Teresa Araujo
p1687,Bernardo Almada-Lobo
p1688,Beatriz Remeseiro
p1689,Behdad Dashtbozorg
p1690,José Rouco
p1691,Moreira
p1692,Filipe Cardoso
p1693,Pedro Quelhas
p1694,Jeroen Nieuwland
p1695,Walter Dewitte
p1696,Jim Murray
p1697,Miranda
p1698,Monica Marcuzzo
p1699,Maria José Oliveira
p1700,Tiago Guichard
p1701,Ana Campilho
p1702,Pereira
p1703,Hugo Fernandes
p1704,Alexandre
p1705,Rui Aguiar
p1706,Rui Moreira
p1707,Paul Knott
p1708,Micah Carroll
p1709,Sam Devlin
p1710,Kamil Ciosek
p1711,Katja Hofmann
p1712,Dragan
p1713,Rohin Shah
p1714,Zhi-Yang He
p1715,Andreea Bobu
p1716,Marius Wiggert
p1717,Tomlin
p1718,Jordan Schneider
p1719,Scott Niekum
p1720,Zaynah Javed
p1721,Satvik Sharma
p1722,Jerry Zhu
p1723,Ashwin Balakrishna
p1724,Marek Petrik
p1725,Ken Goldberg
p1726,Andrea Bajcsy
p1727,Anand Siththaranjan
p1728,Matthew Zurek
p1729,Arjun Sripathy
p1730,Avik Jain
p1731,Lawrence Chan
p1732,Sid Reddy
p1733,Sergey Levine
p1734,Dylan Hadfield-Menell
p1735,Stuart Russell
p1736,Siddharth Reddy
p1737,Scobee
p1738,Fisac
p1739,Shankar Sastry
p1740,Shane Legg
p1741,Jan Leike
p1742,David Fridovich-Keil
p1743,Ellis Ratner
p1744,Lasse Peters
p1745,Gokul Swamy
p1746,Somil Bansal
p1747,Ravi Pandya
p1748,Huang
p1749,Isabella Huang
p1750,Smitha Milli
p1751,Ludwig Schmidt
p1752,Moritz Hardt
p1753,John Miller
p1754,Rohan Choudhury
p1755,Srinivasa
p1756,Noah Gundotra
p1757,Pieter Abbeel
p1758,Kelvin Xu
p1759,Chelsea Finn
p1760,Herbert
p1761,Sampada Deglurkar
p1762,Zhang
p1763,Eli Bronstein
p1764,Elis Stefansson
p1765,Dorsa Sadigh
p1766,Ho
p1767,Tom Griffiths
p1768,Seshia
p1769,Minae Kwon
p1770,Chandrayee Basu
p1771,Mukesh Singhal
p1772,Losey
p1773,de Graaf
p1774,Malle
p1775,Tom Ziemke
p1776,Dhruv Malik
p1777,Malayandi Palaniappan
p1778,Bestick
p1779,Ruzena Bajcsy
p1780,Liting Sun
p1781,Wei Zhan
p1782,Masayoshi Tomizuka
p1783,Allan Zhou
p1784,Kush Bhatia
p1785,Hong Jun Jeon
p1786,Landolfi
p1787,Jacob Andreas
p1788,Dan Klein
p1789,Michael Laskey
p1790,Jonathan Lee
p1791,Roy Fox
p1792,Anusha Nagabandi
p1793,Qian Yang
p1794,David Hungerman
p1795,Caleb Chuck
p1796,Jeffrey Mahler
p1797,Sanjay Krishnan
p1798,Jamieson
p1799,Gates
p1800,Hamrick
p1801,Chang Liu
p1802,Griffiths
p1803,Russell
p1804,Karl Hedrick
p1805,Gealy
p1806,Yu-Shu Hsieh
p1807,Pokorny
p1808,Negar Mehr
p1809,Roberto Horowitz
p1810,Stefanos Nikolaidis
p1811,Sam Staszak
p1812,Shira Bauman
p1813,Jodi Forlizzi
p1814,Andrew Bagnell
p1815,Elizabeth Cha
p1816,Henny Admoni
p1817,Brian Scassellati
p1818,Holladay
p1819,Lee
p1820,Andrea Lockerd Thomaz
p1821,Kyle Strabala
p1822,Min Kyung Lee
p1823,Ratliff
p1824,Gordon
p1825,Emanuele Parisi
p1826,Francesco Barchi
p1827,Giuseppe Tagliavini
p1828,Andrea Acquaviva
p1829,Mohsen Seyedkazemi Ardebili
p1830,Marcello Zanghieri
p1831,Alessio Burrello
p1832,Francesco Beneventi
p1833,Luca Benini
p1834,Luca Zanatta
p1835,Davide Brunelli
p1836,Martin Molan
p1837,Andrea Borghesi
p1838,Massimiliano Guarrasi
p1839,Xingfu Wu
p1840,Aniruddha Marathe
p1841,Siddhartha Jana
p1842,Ondrej Vysocky
p1843,Jophin John
p1844,Lubomir Riha
p1845,Michael Gerndt
p1846,Sridutt Bhalachandra
p1847,Daniele Jahier Pagliari
p1848,Enrico Macii
p1849,Massimo Poncino
p1850,Giovanni Bambini
p1851,Robert Balas
p1852,Christian Conficoni
p1853,Andrea Tilli
p1854,Simone Benatti
p1855,Michele Lombardi
p1856,Michela Milano
p1857,Antonio Libri
p1858,Alessio Netti
p1859,Zeynep Kiziltan
p1860,zalp Babaoglu
p1861,Carlo Cavazzoni
p1862,Davide Rossi
p1863,Antonio Mastrandrea
p1864,Gabriele Comodi
p1865,Fabrizio Marinelli
p1866,Andrea Pizzuti
p1867,Roberto Rosetti
p1868,Cristina Silvano
p1869,Beccari
p1870,c Besnard
p1871,o Bispo
p1872,Radim Cmar
p1873,Cardoso
p1874,Daniele Cesarini
p1875,Stefano Cherubin
p1876,Federico Ficarelli
p1877,Davide Gadioli
p1878,Martin Golasowski
p1879,Imane Lasri
p1880,Candida Manelfi
p1881,Jan Martinovic
p1882,Gianluca Palermo
p1883,Pedro Pinto
p1884,Erven Rohou
p1885,Nico Sanna
p1886,Emanuele Vitali
p1887,Tommaso Polonelli
p1888,Ashouri
p1889,Ricardo Nobre
p1890,Daniele Gregori
p1891,Simone Tinti
p1892,Cosimo Gianfreda
p1893,Piero Altoe
p1894,Ali Pahlevan
p1895,Yasir Mahmood Qureshi
p1896,Federico Pittino
p1897,Matthias Maiterth
p1898,Koenig
p1899,Pedretti
p1900,Bates
p1901,Dave Montoya
p1902,Milos Puzovic
p1903,Wissam Abu Ahmad
p1904,Marco Cicala
p1905,Privato Forestieri
p1906,Filippo Spiga
p1907,Barbosa
p1908,Martin Palkovic
p1909,Thomas Bridi
p1910,Mauro Mangia
p1911,Daniele Bortolotti
p1912,Rui Abreu
p1913,Rajesh Pamula
p1914,Nick Van Helleputte
p1915,Chris Van Hoof
p1916,Marian Verhelst
p1917,Tobias Gemmeke
p1918,Rubén Braojos Lopez
p1919,Giovanni Ansaloni
p1920,Javier Picorel
p1921,Arash Pourhabibi Zarandi
p1922,a Del Valle
p1923,Babak Falsafi
p1924,Bojan Milosevic
p1925,Elisabetta Farella
p1926,Pietro Mercati
p1927,Francesco Paterna
p1928,Mohsen Imani
p1929,Simunic Rosing
p1930,Roberto Diversi
p1931,Francesco Casella
p1932,Simone Pasquini
p1933,Luca Bonuglia
p1934,Michele Magno
p1935,Andrea Beccari
p1936,Andres Gomez
p1937,Christian Pinto
p1938,Hamed Fatemi
p1939,de Gyvez
p1940,Giampietro Tecchiolli
p1941,Aya Ibrahim
p1942,Pascal Hager
p1943,Federico Angiolini
p1944,Marcel Arditi
p1945,Pascal Alexander Hager
p1946,Pirmin Vogel
p1947,Matteo Cacciari
p1948,Pascal Vivet
p1949,Denis Dutoit
p1950,Christian Weis
p1951,Tajana Simunic Rosing
p1952,Andrea Rudi
p1953,Andrea Lodi
p1954,Hossein Mamaghanian
p1955,Maryam Ashouei
p1956,Jan Stuijt
p1957,Francesco Fraternali
p1958,Alberto Leva
p1959,Erika Calderara
p1960,Luca Savoldelli
p1961,Emanuele Garone
p1962,MohammadSadegh Sadri
p1963,John-Nicholas Furst
p1964,Ayse Kivilcim Coskun
p1965,Matthias Gries
p1966,Martino Ruggiero
p1967,Andrea Marongiu
p1968,Davide Manente
p1969,Fabio Quadrelli
p1970,Fabio Padovan
p1971,Matteo Bassi
p1972,Andrea Mazzanti
p1973,Andrea Bevilacqua
p1974,Hua Wang
p1975,Gianluca Marin
p1976,Kyrylo Cherniak
p1977,Volha Subotskaya
p1978,Emanuele Bodano
p1979,Christoph Sandner
p1980,Andrea Bilato
p1981,Vadim Issakov
p1982,Simone Veni
p1983,Michele Caruso
p1984,Marc Tiebout
p1985,Alessandro Franceschin
p1986,Pietro Andreani
p1987,Roberto Nonis
p1988,Giovanni Boi
p1989,Jonas Fritzin
p1990,Stefano Di Martino
p1991,Daniel Knauder
p1992,Alberto Gatti
p1993,Giorgio Spiazzi
p1994,Andrea Gerosa
p1995,Andrea Neviani
p1996,Patra
p1997,Antonio Passamani
p1998,Davide Ponton
p1999,Andreas Wolter
p2000,Gerhard Knoblinger
p2001,Hyunchol Shin
p2002,Piet Wambacq
p2003,Fabio Boscolo
p2004,Paolo Scaramuzza
p2005,Carlo Rubino
p2006,Markus Ortner
p2007,Edwin Thaller
p2008,Junlei Zhao
p2009,Andrea Ghilioni
p2010,Francesco Svelto
p2011,Mertens
p2012,Daniele Vogrig
p2013,Leonardo Lorenzon
p2014,Nicola Da Dalt
p2015,Stefano Dal Toso
p2016,Matteo Camponeschi
p2017,Maurizio Dalla Costa
p2018,Stefano Marsili
p2019,Alessio Vallese
p2020,Andrea Maniero
p2021,Marco Cannici
p2022,Chiara Plizzari
p2023,Mirco Planamente
p2024,Marco Ciccone
p2025,Andrea Bottino
p2026,Barbara Caputo
p2027,Matteo Matteucci
p2028,Edoardo Battegazzorre
p2029,Davide Calandra
p2030,Francesco Strada
p2031,Fabrizio Lamberti
p2032,Fabrizio Corelli
p2033,Paolo Cimellaro
p2034,Diniz dos Santos
p2035,Amirhosein Toosi
p2036,Sandro Cumani
p2037,Andrea Martina
p2038,Ihtesham Ul Islam
p2039,Figueiredo Vieira
p2040,Jiwen Lu
p2041,Junlin Hu
p2042,Venice Erin Liong
p2043,Xiuzhuang Zhou
p2044,Tiago Figueiredo Vieira
p2045,Xiaoqian Qin
p2046,Xiaoyang Tan
p2047,Songcan Chen
p2048,Shahar Mahpod
p2049,Yosi Keller
p2050,Lilei Zheng
p2051,Khalid Idrissi
p2052,Christophe Garcia
p2053,Stefan Duffner
p2054,Atilla Baskurt
p2055,n Santana
p2056,Roberta Castano
p2057,Giada Dotto
p2058,Rossella Suma
p2059,Jie Zhou
p2060,Javier Lorenzo-Navarro
p2061,Lu Kou
p2062,Yuanyuan Shang
p2063,Santa Di Cataldo
p2064,Elisa Ficarra
p2065,Vieira
p2066,Ul Islam
p2067,Aldo Laurentini
p2068,Matteo De Simone
p2069,Marco Antognozzi
p2070,Aniello De Santi
p2071,Vittoria Lera
p2072,Marco Locatelli
p2073,Daniel Cook
p2074,De Simone
p2075,Luisa Rosano
p2076,Luc Jaulin
p2077,Scalabrin
p2078,Cavallero
p2079,Boffadossi
p2080,Lorenzo Fagiano
p2081,Andrea Cataldo
p2082,Marko Tanaskovic
p2083,Marco Lauricella
p2084,Raissa Schiavoni
p2085,Annarita Tedesco
p2086,Luciano Tarricone
p2087,Emanuele Piuzzi
p2088,Egidio De Benedetto
p2089,Antonio Masciullo
p2090,Giuseppe Cannazza
p2091,Lenin Cucas Mallitasig
p2092,Riccardo Scattolini
p2093,Laura Corchia
p2094,Pasquale Arpaia
p2095,Reza Zoughi
p2096,Mohammad Tayeb Ghasr
p2097,Trevor Bishop
p2098,Antonio Grieco
p2099,Stefano Spinelli
p2100,Giacomo Pallucca
p2101,Alessandro Brusaferri
p2102,Christof Huebner
p2103,Dennis Trebbels
p2104,Nicola Giaquinto
p2105,Erika Pittella
p2106,Simone Chicarella
p2107,Fabrizio Frezza
p2108,Stefano Pisa
p2109,Santo Prontera
p2110,Fabrizio Timpani
p2111,De Benedetto
p2112,Andrea Perizzato
p2113,Marcello Miraglia
p2114,Danilo Ancora
p2115,Marco Taisch
p2116,Bojan Stahl
p2117,Federica Vaccari
p2118,Amerigo Trotta
p2119,Daniele Cattaneo
p2120,Andrea Galimberti
p2121,Federico Terraneo
p2122,Massimo Celino
p2123,Francesco Iannone
p2124,Paolo Palazzari
p2125,Giuseppe Zummo
p2126,Yasir Arfat
p2127,Barbara Cantalupo
p2128,Iacopo Colonnelli
p2129,Alberto Riccardo Martinelli
p2130,Gianluca Mittone
p2131,Olivier Beaumont
p2132,Bérenger Bramas
p2133,Lionel Eyraud-Dubois
p2134,Brice Goglin
p2135,Abdou Guermouche
p2136,Raymond Namyst
p2137,Samuel Thibault
p2138,Antonio Filgueras
p2139,Miquel Vidal
p2140,Xavier Martorell
p2141,Alessandro Lonardo
p2142,Piero Vicini
p2143,Francesca Lo Cicero
p2144,Francesco Simula
p2145,Andrea Biagioni
p2146,Paolo Cretaro
p2147,Ottorino Frezza
p2148,Pier Stanislao Paolucci
p2149,Matteo Turisini
p2150,Francesco Giacomini
p2151,Tommaso Boccali
p2152,Simone Montangero
p2153,Roberto Ammendola
p2154,Andrea Romanoni
p2155,Antonia Azzini
p2156,Stefania Marrara
p2157,Eva Ratti
p2158,Therese Bonte
p2159,Caterina Rizzi
p2160,Gabriele Oliva
p2161,Renzo Fabrizio Carpio
p2162,Jacopo Maiolini
p2163,Ciro Potena
p2164,Giovanni Ulivi
p2165,Bonucci
p2166,Mario Contarini
p2167,Stefano Speranza
